"locatie";"XCOORD";"YCOORD";"EAGIDENT";"trend_beschr";"pvalue";"slope"
"192";"SPP005";121445.8419;485242.3644;"2030-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie SPP005.";0.0164790933816101;-0.137623976660777
"193";"TDO001";120884;491558;"6110-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie TDO001.";0.0220757122080564;0.12003417592432
"194";"UHP003";116467;472146;"2140-EAG-3";"Ntot blijft gelijk in de tijd op meetlocatie UHP003.";0.656352204614445;-0.023900108215212
"195";"UHP007";114736.8575;471178.2082;"2140-EAG-4";"Ntot blijft gelijk in de tijd op meetlocatie UHP007.";0.787430836177011;-0.0139564462463642
"196";"VGD001";125224;483458;"2280-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie VGD001.";0.179111887762942;0.069034844934481
"197";"VGD021";122892;481559;"2200-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie VGD021.";0.161165895800082;-0.0715222274735026
"198";"VGD027";122378;480517;"2270-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie VGD027.";0.344839266165608;-0.0520147684029757
"199";"VGD029";122067.7192;482846.3216;"2350-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie VGD029.";0.718790541043855;0.0184418040346838
"200";"VGD032";123239;480562;"2290-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie VGD032.";0.904119902264753;-0.00616244437191387
"201";"VOP009";118963.0956;485116.16;"1060-EAG-1";"Ntot neemt af in de tijd op meetlocatie VOP009.";2.74052219685783e-07;-0.294290431815012
"202";"WGM002";126090;485401;"6400-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie WGM002.";0.788134848568843;0.0147468321826726
"203";"WGM006";123591;483795;"6400-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie WGM006.";0.632714202723737;-0.0244566109532756
"204";"WGM007";125238.81;484424.2062;"6400-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie WGM007.";0.192297138197038;0.0745675911168034
"205";"WOB004";112022;470068;"2610-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie WOB004.";0.00196441379222855;-0.178095407557069
"206";"WVO002";122936;465822;"2502-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie WVO002.";0.293014844645573;-0.0609305301873451
"207";"WVO035";119445.3609;463875.3962;"2512-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie WVO035.";0.90000655657935;0.00725901021107087
"208";"WVO036";117877.1804;466003.0379;"2511-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie WVO036.";0.580068395045089;0.0320131812434449
"209";"WVO037";123705.3867;464592.5712;"2510-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie WVO037.";0.661979462615354;-0.0312070467295969
"210";"ZBM001";134742;481652;"4130-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie ZBM001.";7.48995901767271e-05;-0.20360701848783
"211";"ZLP001";110726;470153;"2150-EAG-3";"Ntot neemt af in de tijd op meetlocatie ZLP001.";5.61298386517321e-20;-0.464874822657314
